,Station Name,City,State,Network,Pricing,Open Date
25557,Wellington Manor Building 4399,Liverpool,NY,LIVINGSTON,Free,2022-01-21
22651,AAA West Springfield,West Springfield,MA,Blink Network,Free,2022-01-21
22637,Academy Park,Kissimmee,FL,SHELL_RECHARGE,Free,2022-01-21
22765,Rotten Robbie #67,San Jose,CA,EV Connect,Free,2022-01-21
22636,SLATE THIRD FLOOR,Houston,TX,ChargePoint Network,Free,2022-01-21
22635,TOWN DEERFIELD LEARY LOT #1,Deerfield,MA,ChargePoint Network,Free,2022-01-21
22634,FAIRBORN CITY STATION1,Fairborn,OH,ChargePoint Network,Free,2022-01-21
22763,Circle K - Tesla Supercharger,Austin,TX,Tesla,Free,2022-01-21
22633,OMG EV CHARGER EVCHARGER4,Cooperstown,NY,ChargePoint Network,Free,2022-01-21
22632,AUSTIN HQ MCKINNEY FALLS,Austin,TX,ChargePoint Network,Free,2022-01-21
22631,EDHICKSIMPORTS STATION 1,Corpus Christi,TX,ChargePoint Network,Free,2022-01-21
22630,GSA CW 350 WEST 1ST,Los Angeles,CA,ChargePoint Network,Free,2022-01-21
22638,"Walmart 2222 (Tewksbury, MA)",Tewksbury,MA,Electrify America,Free,2022-01-21
22668,WESTERVILLE UPTOWN LOT G 1,Westerville,OH,ChargePoint Network,Free,2022-01-22
22667,WESTERVILLE UPTOWN LOT G 2,Westerville,OH,ChargePoint Network,Free,2022-01-22
22666,ARAPAHOE BASIN STATION 4,Dillon,CO,ChargePoint Network,Free,2022-01-22
22652,VOSS  BMW CUSTOMER,Dayton,OH,ChargePoint Network,Free,2022-01-22
22664,ARAPAHOE BASIN STATION 2,Dillon,CO,ChargePoint Network,Free,2022-01-22
22653,ONESOUTH STATION 1,Redondo Beach,CA,ChargePoint Network,Free,2022-01-22
22654,DCM COMPLEX BMC DHS 1,Fall River,MA,ChargePoint Network,Free,2022-01-22
22655,DCM COMPLEX BMC DHS 2,Fall River,MA,ChargePoint Network,Free,2022-01-22
22656,DCM COMPLEX BMC DHS 4,Fall River,MA,ChargePoint Network,Free,2022-01-22
22657,DCM COMPLEX BMC DHS 3,Fall River,MA,ChargePoint Network,Free,2022-01-22
22665,ARAPAHOE BASIN STATION 3,Dillon,CO,ChargePoint Network,Free,2022-01-22
22659,HABITAT APTS STATION 1,Boulder,CO,ChargePoint Network,Free,2022-01-22
22658,LOUISVILLE LIBRARY 2,Louisville,CO,ChargePoint Network,Free,2022-01-22
22661,HABITAT APTS STATION 3,Boulder,CO,ChargePoint Network,Free,2022-01-22
22662,ARAPAHOE BASIN STATION 1,Dillon,CO,ChargePoint Network,Free,2022-01-22
22663,ARAPAHOE BASIN STATION 5,Dillon,CO,ChargePoint Network,Free,2022-01-22
22660,HABITAT APTS STATION 2,Boulder,CO,ChargePoint Network,Free,2022-01-22
22672,UMASS AMHERST MT IDA 3,Newton,MA,ChargePoint Network,Free,2022-01-23
22671,UMASS AMHERST MT IDA 2,Newton,MA,ChargePoint Network,Free,2022-01-23
22670,UMASS AMHERST MT IDA 1,Newton,MA,ChargePoint Network,Free,2022-01-23
22669,FPL EVOLUTION CHICO'S #1,Fort Myers,FL,ChargePoint Network,Free,2022-01-23
22762,Volkswagen of Kirkland,Kirkland,WA,Non-Networked,Free,2022-01-24
23563,AAA Tire and Auto Service Perrysburg,Perrysburg,OH,Blink Network,Free,2022-01-24
22761,Springfield Beckley Municipal Airport,Springfield,OH,Non-Networked,Free,2022-01-24
22766,"7082 - Woodland, WA (1920 Schurman Way)",Woodland,WA,BP_PULSE,Free,2022-01-24
22689,"Topline Milpitas Square (Milpitas, CA)",Milpitas,CA,Electrify America,Free,2022-01-25
25575,Brockport Landing,Brockport,NY,LIVINGSTON,Free,2022-01-25
22691,City of Seattle 1010 8th Ave,Seattle,WA,OpConnect,Free,2022-01-25
22690,Palmera Apartments,Mason,OH,FLO,Free,2022-01-25
22688,TACOMA PARKS LES DAVIS #1,Tacoma,WA,ChargePoint Network,Free,2022-01-25
22687,CCPLWVH1 STATION 1,Warrensville Heights,OH,ChargePoint Network,Free,2022-01-25
22686,MONTY'S EVSE EVSE4,West Chazy,NY,ChargePoint Network,Free,2022-01-25
22685,MONTY'S EVSE EVSE3,INGRAHAM,NY,ChargePoint Network,Free,2022-01-25
22684,MONTY'S EVSE EVSE2,Ingraham,NY,ChargePoint Network,Free,2022-01-25
22683,MCPA EAST UNIT 2,Saint Paul,MN,ChargePoint Network,Free,2022-01-25
22692,TOWN OF AVON E. BENCHMAR DC2,Avon,CO,ChargePoint Network,Free,2022-01-26
22701,MTS CHARGER 6,Vallejo,CA,ChargePoint Network,Free,2022-01-26
22700,UMASS LOWELL AMES LOT 2,Lowell,MA,ChargePoint Network,Free,2022-01-26
22699,UMASS LOWELL AMES LOT 1,Lowell,MA,ChargePoint Network,Free,2022-01-26
22698,UMASS LOWELL AMES LOT 3,Lowell,MA,ChargePoint Network,Free,2022-01-26
22697,UMASS LOWELL AMES LOT 4,Lowell,MA,ChargePoint Network,Free,2022-01-26
25484,Rapid Park - 204 W 101 st,New York,NY,LIVINGSTON,Free,2022-01-26
22695,YOCTANGEE COC 2,Chillicothe,OH,ChargePoint Network,Free,2022-01-26
22702,BERGER BERGER 1,Circleville,OH,ChargePoint Network,Free,2022-01-26
25546,117 South Main,Syracuse,NY,LIVINGSTON,Free,2022-01-26
22694,YOCTANGEE COC 1,Chillicothe,OH,ChargePoint Network,Free,2022-01-26
22693,TRIHEALTH EVENDALE,Cincinnati,OH,ChargePoint Network,Free,2022-01-26
22696,UMASS LOWELL AMES LOT 5,Lowell,MA,ChargePoint Network,Free,2022-01-26
22704,TOWN  DARTMOUTH TOWN HALL,Dartmouth,MA,ChargePoint Network,Free,2022-01-26
22703,BERGER BERGER 2,Circleville,OH,ChargePoint Network,Free,2022-01-26
22706,REN DENNY CTR1,Seattle,WA,ChargePoint Network,Free,2022-01-26
29781,Cuyama Buckhorn - Tesla Destination,New Cuyama,CA,Tesla Destination,Free,2022-01-26
26729,Marina Sands,Marina,CA,EVMATCH,Free,2022-01-26
22764,In N Out Parking Lot - Tesla Supercharger,Glendale,CA,Tesla,Free,2022-01-26
22715,"Camino Real Marketplace (Goleta, CA)",Goleta,CA,Electrify America,Free,2022-01-26
22713,REN DENNY CTR8,Seattle,WA,ChargePoint Network,Free,2022-01-26
22712,REN DENNY CTR7,Seattle,WA,ChargePoint Network,Free,2022-01-26
22714,MTS CHARGER RJTC,Vallejo,CA,ChargePoint Network,Free,2022-01-26
22710,REN DENNY CTR5,Seattle,WA,ChargePoint Network,Free,2022-01-26
22709,REN DENNY CTR4,Seattle,WA,ChargePoint Network,Free,2022-01-26
22708,REN DENNY CTR3,Seattle,WA,ChargePoint Network,Free,2022-01-26
22707,REN DENNY CTR2,Seattle,WA,ChargePoint Network,Free,2022-01-26
22705,TOWN  DARTMOUTH COA,Dartmouth,MA,ChargePoint Network,Free,2022-01-26
22711,REN DENNY CTR6,Seattle,WA,ChargePoint Network,Free,2022-01-26
22741,CBRE8000 STATION 4,Brisbane,CA,ChargePoint Network,Free,2022-01-27
22737,OBE POWER MD OVERTOWN BOL,Miami,FL,ChargePoint Network,Free,2022-01-27
22738,CBRE8000 STATION 1,Brisbane,CA,ChargePoint Network,Free,2022-01-27
22739,CBRE8000 STATION 2,Brisbane,CA,ChargePoint Network,Free,2022-01-27
22740,CBRE8000 STATION 3,Brisbane,CA,ChargePoint Network,Free,2022-01-27
22742,CBRE8000 STATION 5,Brisbane,CA,ChargePoint Network,Free,2022-01-27
22748,West Love (North Parking),Dallas,TX,Blink Network,Free,2022-01-27
22744,CBRE8000 STATION 7,Brisbane,CA,ChargePoint Network,Free,2022-01-27
22745,Motel 6 - Santa Nella CA,Santa Nella,CA,SHELL_RECHARGE,Free,2022-01-27
22746,George Bush Airport (IAH) Ecopark 1,Houston,TX,Blink Network,Free,2022-01-27
22747,West Love (South Parking),Dallas,TX,Blink Network,Free,2022-01-27
22736,OBE POWER MD OVERTOWN WM,Miami,FL,ChargePoint Network,Free,2022-01-27
22743,CBRE8000 STATION 6,Brisbane,CA,ChargePoint Network,Free,2022-01-27
22735,DC MUSEUM DC4,Palm Springs,CA,ChargePoint Network,Free,2022-01-27
22730,FPL EVOLUTION WELLINGTON 1,Wellington,FL,ChargePoint Network,Free,2022-01-27
22733,DC MUSEUM DC2,Palm Springs,CA,ChargePoint Network,Free,2022-01-27
22718,STATION5300 5300 PASEO,Doral,FL,ChargePoint Network,Free,2022-01-27
22719,ROBLE ROBLE LL1-12,Stanford,CA,ChargePoint Network,Free,2022-01-27
22720,ECG FREEDOM PARK 1,Edwards,CO,ChargePoint Network,Free,2022-01-27
22721,DC MUSEUM DC1,Palm Springs,CA,ChargePoint Network,Free,2022-01-27
22722,MACARTHUR PARK A01,La Mesa,CA,ChargePoint Network,Free,2022-01-27
22723,MACARTHUR PARK A04,La Mesa,CA,ChargePoint Network,Free,2022-01-27
22734,DC MUSEUM DC3,Palm Springs,CA,ChargePoint Network,Free,2022-01-27
22724,MACARTHUR PARK A02 A03,La Mesa,CA,ChargePoint Network,Free,2022-01-27
22726,WATERVLIET MUSEUM 4,Watervliet,NY,ChargePoint Network,Free,2022-01-27
22727,WATERVLIET MUSEUM 2,Watervliet,NY,ChargePoint Network,Free,2022-01-27
22728,WATERVLIET MUSEUM 1,Watervliet,NY,ChargePoint Network,Free,2022-01-27
22729,BYERS VOLVO STATION 1,Columbus,OH,ChargePoint Network,Free,2022-01-27
22731,EBRPD EASTSHORE BRK 1,Berkeley,CA,ChargePoint Network,Free,2022-01-27
22732,IWRH STATION 1,Indian Wells,CA,ChargePoint Network,Free,2022-01-27
22725,WATERVLIET MUSEUM 3,Watervliet,NY,ChargePoint Network,Free,2022-01-27
22758,SMLD LIBRARY,Sterling,MA,ChargePoint Network,Free,2022-01-28
22760,"Food Maxx 486 (Watsonville, CA)",Watsonville,CA,Electrify America,Free,2022-01-28
22759,EVolve NY Niagara Falls,Niagara Falls,NY,Electrify America,Free,2022-01-28
22756,FPL EVOLUTION WELLINGTON 3,Wellington,FL,ChargePoint Network,Free,2022-01-28
22757,FPL EVOLUTION WELLINGTON 2,Wellington,FL,ChargePoint Network,Free,2022-01-28
22754,STEAMBOAT SPR ELKINS,Steamboat Springs,CO,ChargePoint Network,Free,2022-01-28
22753,AEG FORESTPARK,Springfield,MA,ChargePoint Network,Free,2022-01-28
22752,DC CORRIDOR TEHACHAPI DC1,Tehachapi,CA,ChargePoint Network,Free,2022-01-28
22751,DC CORRIDOR COLFAX D&D DC2,Colfax,CA,ChargePoint Network,Free,2022-01-28
22750,HQ STATION 5 DC STATION 01,Rancho Cucamonga,CA,ChargePoint Network,Free,2022-01-28
22755,PICKERINGTON EV 3,Pickerington,OH,ChargePoint Network,Free,2022-01-28
22787,PILGRIM PARKING 350 KENDALL 2,East Cambridge,MA,ChargePoint Network,Free,2022-01-29
22788,3RD STREET FAST 3RD STREET FAST,Leadville,CO,ChargePoint Network,Free,2022-01-29
22786,FPL EVOLUTION CHICO'S #3,Fort Myers,FL,ChargePoint Network,Free,2022-01-29
22785,FPL EVOLUTION CHICO'S #2,Fort Myers,FL,ChargePoint Network,Free,2022-01-29
26963,King Plaza,Seattle,WA,eVgo Network,Free,2022-01-29
22783,UOP CHARGERS LOT 14,Stockton,CA,ChargePoint Network,Free,2022-01-29
22782,UOP CHARGERS LOT 1,Stockton,CA,ChargePoint Network,Free,2022-01-29
22781,UOP CHARGERS LOT 4,Stockton,CA,ChargePoint Network,Free,2022-01-29
22780,UOP CHARGERS LOT 7,Stockton,CA,ChargePoint Network,Free,2022-01-29
22779,UOP CHARGERS LOT 2,Stockton,CA,ChargePoint Network,Free,2022-01-29
22784,UOP CHARGERS LOT 10,Stockton,CA,ChargePoint Network,Free,2022-01-29
22777,CALIFORNIA CORP STATION1,Bakersfield,CA,ChargePoint Network,Free,2022-01-29
22778,UOP CHARGERS LOT 6,Stockton,CA,ChargePoint Network,Free,2022-01-29
22768,LINCOLN POINTE STATION 1,Columbus,OH,ChargePoint Network,Free,2022-01-29
22769,AEG GREENLEAF,Springfield,MA,ChargePoint Network,Free,2022-01-29
22770,TODD OLIVEIRA SALES EAST,Jacksonville,FL,ChargePoint Network,Free,2022-01-29
22771,TODD OLIVEIRA CUSTOMER 1,Jacksonville,FL,ChargePoint Network,Free,2022-01-29
22767,PASADENA HONDA MOTHER,Pasadena,CA,ChargePoint Network,Free,2022-01-29
22773,TODD OLIVEIRA CUSTOMER 2,Jacksonville,FL,ChargePoint Network,Free,2022-01-29
22774,CALIFORNIA CORP STATION2,Bakersfield,CA,ChargePoint Network,Free,2022-01-29
22775,CALIFORNIA CORP STATION3,Bakersfield,CA,ChargePoint Network,Free,2022-01-29
22776,CALIFORNIA CORP STATION4,Bakersfield,CA,ChargePoint Network,Free,2022-01-29
22772,BELDEN VILLAGE SARTA CANTON 01,Canton,OH,ChargePoint Network,Free,2022-01-29
22789,CITY OF LOMITA STATION 1,Lomita,CA,ChargePoint Network,Free,2022-01-30
22790,CITY OF LOMITA STATION 2,Lomita,CA,ChargePoint Network,Free,2022-01-30
25581,Blue Hill Plaza,Pearl River,NY,LIVINGSTON,Free,2022-01-31
22791,Dublin Kia,Dublin,CA,SHELL_RECHARGE,Free,2022-01-31
25960,The Boathouse Fort Myers  Tiki Bar & Grill,Fort Myers,FL,Blink Network,Free,2022-01-31
22795,Ford - Ivey Motors,Robert Lee,TX,Blink Network,Free,2022-01-31
23545,Safeway 370 S W Sedgwick Rd,Port Orchard,WA,Volta,Free,2022-01-31
22801,Best Western Plus - Meridian Inn & Suites,Orange,CA,EVGATEWAY,Free,2022-02-01
22800,IRVINE  CO  OFC 4660 LJVD P2 03,San Diego,CA,ChargePoint Network,Free,2022-02-01
22796,PONTIAC PARKING EAST,Clovis,CA,ChargePoint Network,Free,2022-02-01
22798,FPL EVOLUTION SEMINOLEJUSTIC1,Sanford,FL,ChargePoint Network,Free,2022-02-01
22797,PONTIAC PARKING WEST,Clovis,CA,ChargePoint Network,Free,2022-02-01
34835,UCHEALTH Garage 8,Aurora,CO,Blink Network,Free,2022-02-01
36522,Alisal Ranch,Solvang,CA,TURNONGREEN,Free,2022-02-01
22799,PORTSMOUTH EVCS STATION1,Portsmouth,OH,ChargePoint Network,Free,2022-02-01
25571,Quaker Street Branch Library,Delanson,NY,LIVINGSTON,Free,2022-02-01
22821,"Shopcore Northwood Town Center (Irvine, CA)",Irvine,CA,Electrify America,Free,2022-02-02
22820,MASSDOT GREENFIELD 1,Greenfield,MA,ChargePoint Network,Free,2022-02-02
22974,Integra Park at Oakleaf,Middleburg,FL,Blink Network,Free,2022-02-02
23565,AAA Tire and Auto Service Sylvania,Toledo,OH,Blink Network,Free,2022-02-02
29605,Infinity Apartments  - 1st Floor,San Antonio,TX,Blink Network,Free,2022-02-02
25578,420 E. 53rd St.,New York,NY,LIVINGSTON,Free,2022-02-02
22818,COSA AVIATION STATION ST 14,San Antonio,TX,ChargePoint Network,Free,2022-02-02
22819,MASSDOT GREENFIELD 2,Greenfield,MA,ChargePoint Network,Free,2022-02-02
22816,TARGET T1851 STATION 2,Gilroy,CA,ChargePoint Network,Free,2022-02-02
22813,FPL EVOLUTION STJOHNS 2,Palatka,FL,ChargePoint Network,Free,2022-02-02
22811,SMLD TOWN HALL,Sterling,MA,ChargePoint Network,Free,2022-02-02
22817,HIGHWAY HIGHWAY ST 3,Ballston Lake,NY,ChargePoint Network,Free,2022-02-02
22808,UC DAVIS HEALTH STOCKTON3,Sacramento,CA,ChargePoint Network,Free,2022-02-02
22809,UC SANTABARBARA LOT 59 : 2,Santa Barbara,CA,ChargePoint Network,Free,2022-02-02
22810,UC DAVIS HEALTH STOCKTON2,Sacramento,CA,ChargePoint Network,Free,2022-02-02
22807,UC DAVIS HEALTH STOCKTON1,Sacramento,CA,ChargePoint Network,Free,2022-02-02
22814,FPL EVOLUTION STJOHNS1,Palatka,FL,ChargePoint Network,Free,2022-02-02
22812,LAKEWOOD CITY CENTER PRK,Lakewood,OH,ChargePoint Network,Free,2022-02-02
22815,TARGET T1851 STATION 1,Gilroy,CA,ChargePoint Network,Free,2022-02-02
22831,VUSD GWHS GWHS EVS #1,Visalia,CA,ChargePoint Network,Free,2022-02-03
22824,BANNER HEALTH NCMC 1,Greeley,CO,ChargePoint Network,Free,2022-02-03
22830,VUSD GWHS GWHS EVS #2,Visalia,CA,ChargePoint Network,Free,2022-02-03
22825,DEERFIELD STATION1,Charlton,MA,ChargePoint Network,Free,2022-02-03
22826,DEERFIELD STATION2,Deerfield,MA,ChargePoint Network,Free,2022-02-03
22823,CALIFA 21040 CALIFA,Los Angeles,CA,ChargePoint Network,Free,2022-02-03
22827,PS HYUNDAI SHOP,Palm Springs,CA,ChargePoint Network,Free,2022-02-03
22829,FJUHSD EC 1,Fullerton,CA,ChargePoint Network,Free,2022-02-03
31251,P-5000 Garage at Carillon Point,Kirkland,WA,Blink Network,Free,2022-02-03
22834,BOWEN ST2,Houston,TX,ChargePoint Network,Free,2022-02-03
22833,VUSD GWHS GWHS EVS #3_#4,Visalia,CA,ChargePoint Network,Free,2022-02-03
22832,VUSD GWHS GWHS EVS #5_#6,Visalia,CA,ChargePoint Network,Free,2022-02-03
22828,FJUHSD EC 2,Fullerton,CA,ChargePoint Network,Free,2022-02-03
22859,Venus Fashion Visitor Lot - SE Parking,Jacksonville,FL,Blink Network,Free,2022-02-03
22856,COVINA EV 129 W COLLEGE 2,Covina,CA,ChargePoint Network,Free,2022-02-04
22857,City Hall Annex,Moreno Valley,CA,SHELL_RECHARGE,Free,2022-02-04
22858,Hudson Foods DCFC - 2,Chiefland,FL,SHELL_RECHARGE,Free,2022-02-04
22948,"Auburn, CA - Tesla Supercharger",Auburn,CA,Tesla,Free,2022-02-04
24140,BROWNSTONES / STATION 3,Broomfield,CO,ChargePoint Network,Free,2022-02-04
22947,Comfort Inn - Tesla Supercharger,Oakhurst,CA,Tesla,Free,2022-02-04
22855,COVINA EV 129 W COLLEGE 1,Covina,CA,ChargePoint Network,Free,2022-02-04
24139,BROWNSTONES / STATION 2,Broomfield,CO,ChargePoint Network,Free,2022-02-04
22854,LIN-DAN MORTY,New York,NY,ChargePoint Network,Free,2022-02-04
22849,SANTA CLARA U. FINN HALL 2,Santa Clara,CA,ChargePoint Network,Free,2022-02-04
22852,MB OF BUFFALO EV MERC BUFF 2,Williamsville,NY,ChargePoint Network,Free,2022-02-04
22835,Neon Marketplace - Tesla Supercharger,Seekonk,MA,Tesla,Free,2022-02-04
22836,The Shops at Tanforan - Tesla Supercharger,San Bruno,CA,Tesla,Free,2022-02-04
22837,Stewart's Shops - Tesla Supercharger,Hudson,NY,Tesla,Free,2022-02-04
22838,Little Prairie Center,Lacey,WA,Volta,Free,2022-02-04
22853,LIN-DAN RICK,New York,NY,ChargePoint Network,Free,2022-02-04
22840,Stonestown Galleria,San Francisco,CA,Volta,Free,2022-02-04
22841,Amazon Fresh The Village at Moorpark DCFC,Moorpark,CA,Volta,Free,2022-02-04
22839,Stonestown Galleria City Sports Club,San Francisco,CA,Volta,Free,2022-02-04
22843,Westfield Fashion Square Macy's Lower Level,Sherman Oaks,CA,Volta,Free,2022-02-04
22844,Baychester Retail III LLC,Bronx,NY,EV Connect,Free,2022-02-04
22845,Jim Shorkey Chrysler,Austintown,OH,Non-Networked,Free,2022-02-04
22846,Northeast Bronx YMCA,Bronx,NY,Non-Networked,Free,2022-02-04
22848,UC SANTABARBARA LOT 59 : 1,Santa Barbara,CA,ChargePoint Network,Free,2022-02-04
22850,SANTA CLARA U. FINN HALL 1,Santa Clara,CA,ChargePoint Network,Free,2022-02-04
22851,6263 TOPANGA SPACE 102,Los Angeles,CA,ChargePoint Network,Free,2022-02-04
22842,Cinemark 1643 West Henderson Street,Cleburne,TX,Volta,Free,2022-02-04
22872,7952 W 3rd St,Los Angeles,CA,SHELL_RECHARGE,Free,2022-02-05
22871,FFP FFP GW 1,Loomis,CA,ChargePoint Network,Free,2022-02-05
22870,DC CORRIDOR CHEVRON G DC 1,Gilroy,CA,ChargePoint Network,Free,2022-02-05
22869,LEVEL 3 CAPITOL ST GW,Houston,TX,ChargePoint Network,Free,2022-02-05
22868,LEVEL 3 CAPITOL ST CT4K,Houston,TX,ChargePoint Network,Free,2022-02-05
22867,FREDYKIAEV FREDY GW 2,Houston,TX,ChargePoint Network,Free,2022-02-05
22866,FJUHSD LVHS 1,Fullerton,CA,ChargePoint Network,Free,2022-02-05
22862,GRANUM PARTNERS NP1-1,Fresno,CA,ChargePoint Network,Free,2022-02-05
22860,ROHM 1 STATION 2,Santa Clara,CA,ChargePoint Network,Free,2022-02-05
22861,ROHM 1 STATION 1,Santa Clara,CA,ChargePoint Network,Free,2022-02-05
22863,GRANUM PARTNERS NP1-2,Fresno,CA,ChargePoint Network,Free,2022-02-05
22865,GRANUM PARTNERS NP1-4,Fresno,CA,ChargePoint Network,Free,2022-02-05
22864,GRANUM PARTNERS NP1-3,Fresno,CA,ChargePoint Network,Free,2022-02-05
22873,CSU FULLERTON COLLEGE PARK 02,Fullerton,CA,ChargePoint Network,Free,2022-02-06
22874,St Pete Beach Community Center - 2,St Pete Beach,FL,SHELL_RECHARGE,Free,2022-02-06
22875,9909 Topanga,Chatsworth,CA,SHELL_RECHARGE,Free,2022-02-07
25577,435 E. 55th St.,New York,NY,LIVINGSTON,Free,2022-02-07
25579,449 East 49th Street,New York,NY,LIVINGSTON,Free,2022-02-08
27337,Whole Foods Temescal (TCL),Oakland,CA,eVgo Network,Free,2022-02-08
22884,Port of San Diego - Spanish Landing,San Diego,CA,Blink Network,Free,2022-02-08
22883,Richland,Richland,WA,SHELL_RECHARGE,Free,2022-02-08
22882,SV8 CORESITE GW 2,Santa Clara,CA,ChargePoint Network,Free,2022-02-08
25552,Quaker Ridge Golf Club,Scarsdale,NY,LIVINGSTON,Free,2022-02-08
22880,TARGET T2288 STATION 1,Austin,TX,ChargePoint Network,Free,2022-02-08
22879,TARGET T2288 STATION 2,Austin,TX,ChargePoint Network,Free,2022-02-08
22878,111 AUTUMN LANE 125 AUTUMN 8,Boston,MA,ChargePoint Network,Free,2022-02-08
22877,OAP EV CHARGERS OAP #1,Dallas,TX,ChargePoint Network,Free,2022-02-08
22876,CITY OF VENTURA 901 KIMBALL RD2,Ventura,CA,ChargePoint Network,Free,2022-02-08
34592,Cordoba Luxury Rentals K2,Doral,FL,Blink Network,Free,2022-02-08
34593,Cordoba Luxury Rentals K1,Doral,FL,Blink Network,Free,2022-02-08
25585,337 E 64th St.,New York,NY,LIVINGSTON,Free,2022-02-08
22881,SV8 CORSESITE GW1,Santa Clara,CA,ChargePoint Network,Free,2022-02-08
22950,Refresh Travel Plaza - Tesla Supercharger,Madera,CA,Tesla,Free,2022-02-09
22949,Sheetz - Tesla Supercharger,Twinsburg,OH,Tesla,Free,2022-02-09
22896,City of San Diego - Central Library,San Diego,CA,Blink Network,Free,2022-02-09
22951,Morongo Travel Center - Tesla Supercharger,Cabazon,CA,Tesla,Free,2022-02-09
22895,CHICO VW DC WALLBOX 1,Chico,CA,ChargePoint Network,Free,2022-02-09
22892,UCSD CP-P703 4,La Jolla,CA,ChargePoint Network,Free,2022-02-09
22893,UCSD CP-P703 5,La Jolla,CA,ChargePoint Network,Free,2022-02-09
22890,UDR UDR STAION 9,San Francisco,CA,ChargePoint Network,Free,2022-02-09
22889,UDR UDR STATION9.5,San Francisco,CA,ChargePoint Network,Free,2022-02-09
22888,CCC CCCSTATION9,Sacramento,CA,ChargePoint Network,Free,2022-02-09
22887,BH STATION5,Springfield,MA,ChargePoint Network,Free,2022-02-09
22891,UCSD CP-P703 3,La Jolla,CA,ChargePoint Network,Free,2022-02-09
25589,44 W 62nd St.,New York,NY,LIVINGSTON,Free,2022-02-09
22894,PLAIN TWP EV EV STATION VETS,Canton,OH,ChargePoint Network,Free,2022-02-09
25584,Sharon Chevrolet,Liverpool,NY,LIVINGSTON,Free,2022-02-09
25588,142 E 31st St.,New York,NY,LIVINGSTON,Free,2022-02-10
22923,VCMELBOURNE CT4021-01,Melbourne,FL,ChargePoint Network,Free,2022-02-10
22924,FREMONT EV LEVITON 3,Fremont,CA,ChargePoint Network,Free,2022-02-10
22925,ONT CITY HALL ONT-ARMSTRONG1,Ontario,CA,ChargePoint Network,Free,2022-02-10
22926,META MPK29-20 FC,Menlo Park,CA,ChargePoint Network,Free,2022-02-10
22927,St Pete Beach Community Center - 1,St Pete Beach,FL,SHELL_RECHARGE,Free,2022-02-10
22928,Fort Lauderdale Executive Airport,Fort Lauderdale,FL,OpConnect,Free,2022-02-10
22938,Saint Rita's Parking Lot,Lima,OH,Non-Networked,Free,2022-02-10
22940,White's Honda Toyota,Lima,OH,Non-Networked,Free,2022-02-10
22941,Jim Schmidt Chevrolet Buick of Delphos,Delphos,OH,Non-Networked,Free,2022-02-10
22942,Statewide Ford Lincoln,Van Wert,OH,Non-Networked,Free,2022-02-10
22922,FREMONT EV LEVITON 2,Fremont,CA,ChargePoint Network,Free,2022-02-10
22944,Downtown New Bremen,New Bremen,OH,Non-Networked,Free,2022-02-10
22945,Albertville Premium Outlets,Albertville,MN,ZEFNET,Free,2022-02-10
27488,Cortland Santos Flats,Tampa,FL,Blink Network,Free,2022-02-10
22939,Reineke Ford Lincoln,Lima,OH,Non-Networked,Free,2022-02-10
22921,FREMONT EV LEVITON 1,Fremont,CA,ChargePoint Network,Free,2022-02-10
22943,St. Marys Chrysler Dodge Jeep,St. Marys,OH,Non-Networked,Free,2022-02-10
22920,BATTERYWHARF BATTERYWHARF 1,Boston,MA,ChargePoint Network,Free,2022-02-10
22900,CUMBERLAND GARA CUMBERLAND 2,Tampa,FL,ChargePoint Network,Free,2022-02-10
22899,CUMBERLAND GARA CUMBERLAND 12,Tampa,FL,ChargePoint Network,Free,2022-02-10
25512,906 Union St,Brooklyn,NY,LIVINGSTON,Free,2022-02-10
22898,CCD CHARGING CHERRY CRK LIBR,Denver,CO,ChargePoint Network,Free,2022-02-10
22901,CUMBERLAND GARA CUMBERLAND 5,Tampa,FL,ChargePoint Network,Free,2022-02-10
22902,CUMBERLAND GARA CUMBERLAND 16,Tampa,FL,ChargePoint Network,Free,2022-02-10
22903,CUMBERLAND GARA CUMBERLAND 14,Tampa,FL,ChargePoint Network,Free,2022-02-10
